Rank;Player Tag;Player Name;Total Earnings;Country;Primary Game;Game Earnings;Earnings Percentage;Player Profile Link;Title;Name;Date of Birth;Age;Country Ranking;Total Prize Money Earned;Alternate IDs;Player;Total_2023;Total_2022;Total_2021;Total_2020;Total_2019;Total_2018;Total_2017;Total_2016;Total_2015;Total_2014;Total_2013;Total_2012;Total_2011;Total_2010;Total_2009;Total_2008;Total_2007;Total_2006;Total_2005;Total_2004;Total_2003;Total_2002;Total_2001
858;Aze;Li, Tao;$321,812.05;China;Arena of Valor;$321,812.05;100.00%;https://www.esportsearnings.com/players/90462-aze-li-tao;"Jomar ""Jomar"" Varela-Escapa - NBA 2K23 Player";Jomar Varela-Escapa;<unknown>;0;#1;$318,266.66From 12 Tournaments;Jomar, Jomar12 PR;Aze Li, Tao;0;0;$127,766.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
859;Dd;Huang, Youci;$321,714.07;China;PLAYERUNKNOWN'S BATTLEGROUNDS Mobile;$321,714.07;100.00%;https://www.esportsearnings.com/players/104303-dd-huang-youci;"Metasit ""Moowan"" Leelapipatkul - Arena of Valor Player";Metasit Leelapipatkul(เมธาสิทธิ์ ลีลาพิพัฒน์กุล);May 26, 2000;23;#7;$318,175.72From 20 Tournaments;Moowan;Dd Huang, Youci;0;$286,951.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
860;Andinster;Andrew Woodward;$321,506.65;United States;SMITE;$321,506.65;100.00%;https://www.esportsearnings.com/players/9955-andinster-andrew-woodward;"Noah ""Noahreyli"" Rey - Fortnite Player";Noah Rey;<unknown>;0;#2;$318,070.23From 97 Tournaments;Noahreyli;Andinster Andrew Woodward;0;0;0;0;0;0;0;0;$279,976.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
861;syrsoN;Florian Rische;$321,104.37;Germany;Counter-Strike: Global Offensive;$318,904.37;99.31%;https://www.esportsearnings.com/players/9803-syrson-florian-rische;"Saieful ""Fbz"" Ilham - Dota 2 Player";Saieful Ilham;April 27, 2001;22;#4;$318,063.38From 54 Tournaments;Fbz;syrsoN Florian Rische;0;0;0;$103,625.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
862;Stephano;Ilyes Satouri;$321,032.35;France;StarCraft II;$320,282.87;99.77%;https://www.esportsearnings.com/players/1158-stephano-ilyes-satouri;"Jord ""Ibiza"" van Geldere - PUBG Player";Jord van Geldere;<unknown>;0;#11;$317,662.12From 49 Tournaments;Ibiza;Stephano Ilyes Satouri;0;0;0;0;0;0;0;0;0;0;$25,295.75;$134,261.79;$85,439.58;0;0;0;0;0;0;0;0;0;0
863;SuperEvan;Evan Moore;$320,197.06;United States;Call of Duty: Warzone;$301,347.06;94.11%;https://www.esportsearnings.com/players/52105-superevan-evan-moore;"Chen ""577"" Jinwei - CrossFire Player";Chen, Jinwei(陈锦伟);November 4, 2000;23;#179;$317,587.90From 16 Tournaments;577;SuperEvan Evan Moore;0;0;$169,009.56;$100,170.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
864;闪电;Yao, Chenyi;$319,547.37;China;PLAYERUNKNOWN'S BATTLEGROUNDS Mobile;$319,547.37;100.00%;https://www.esportsearnings.com/players/103233--yao-chenyi;"Trevor ""FunkBomb"" Siegler - Halo Player";Trevor Siegler;<unknown>;0;#151;$317,416.67From 35 Tournaments;FunkBomb;闪电 Yao, Chenyi;0;$286,769.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
865;Fleta;Kim, Byeong Seon;$319,069.27;Korea, Republic of;Overwatch;$300,194.27;94.08%;https://www.esportsearnings.com/players/37493-fleta-kim-byeong-seon;"Alexis ""Zen"" Bernier - Rocket League Player";Alexis Bernier;February 20, 2007;16;#31;$317,295.33From 36 Tournaments;Zen;Fleta Kim, Byeong Seon;0;0;$198,916.67;$57,083.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
866;YMao;Ma, Yuxin;$319,044.43;China;PLAYERUNKNOWN'S BATTLEGROUNDS Mobile;$319,044.43;100.00%;https://www.esportsearnings.com/players/101014-ymao-ma-yuxin;"Morten ""Morten"" Mehmert - Clash Royale Player";Morten Mehmert;<unknown>;0;#17;$317,050.00From 26 Tournaments;Morten;YMao Ma, Yuxin;$140,471.53;0;$151,717.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
867;imp;Gu, Seung Bin;$318,702.82;Korea, Republic of;League of Legends;$318,702.82;100.00%;https://www.esportsearnings.com/players/3513-imp-gu-seung-bin;"Supachai ""SchwepXz"" Singkaew - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player";Supachai Singkaew(ศุภชัย สิงห์แก้ว);November 12, 2003;20;#8;$317,036.31From 31 Tournaments;SchwepXz;imp Gu, Seung Bin;0;0;0;0;0;0;0;0;$35,506.05;$223,485.98;$33,842.02;0;0;0;0;0;0;0;0;0;0;0;0
868;Noahreyli;Noah Rey;$318,495.24;Switzerland;Fortnite;$318,495.24;100.00%;https://www.esportsearnings.com/players/68302-noahreyli-noah-rey;"Daniel ""Goga"" Romero - Rainbow Six Siege Player";Daniel Mazorra Romero;October 10, 1994;29;#2;$316,776.80From 19 Tournaments;Goga;Noahreyli Noah Rey;0;0;$191,060.00;$61,498.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
869;Jomar;Jomar Varela-Escapa;$318,266.66;Puerto Rico;NBA 2K20;$250,000.00;78.55%;https://www.esportsearnings.com/players/49229-jomar-varela-escapa;"Frederik ""acoR"" Gyldstrand - Counter-Strike 2 Player";Frederik Gyldstrand;June 24, 1997;26;#36;$316,384.72From 84 Tournaments;acoR;Jomar Jomar Varela-Escapa;0;0;0;$250,000.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
870;Fbz;Saieful Ilham;$318,063.38;Indonesia;Dota 2;$318,063.38;100.00%;https://www.esportsearnings.com/players/49358-fbz-saieful-ilham;"Song ""Stork"" Byung Goo - StarCraft: Remastered Player";Song, Byung Goo(송병구);August 4, 1988;35;#102;$315,871.05From 105 Tournaments;mansa[ok], sbg[gm], Stork, Stork[gm];Fbz Saieful Ilham;$92,900.00;$146,824.80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
871;ChiYo;Han, Hyeon-Seok;$318,053.59;Korea, Republic of;Overwatch 2;$296,452.14;93.21%;https://www.esportsearnings.com/players/57281-chiyo-han-hyeon-seok;"Nick ""mist"" Costello - Rocket League Player";Nick Costello;August 22, 2003;20;#152;$315,857.08From 95 Tournaments;;ChiYo Han, Hyeon-Seok;0;$215,625.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
872;Ibiza;Jord van Geldere;$317,662.13;Netherlands;PLAYERUNKNOWN’S BATTLEGROUNDS;$317,662.13;100.00%;https://www.esportsearnings.com/players/45855-ibiza-jord-van-geldere;"Pujan ""FNS"" Mehta - VALORANT Player";Pujan Mehta;March 19, 1992;31;#25;$315,763.90From 111 Tournaments;FiNESSE, FINESSEE, FNS;Ibiza Jord van Geldere;0;0;0;0;$78,500.00;$129,783.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
873;577;Chen, Jinwei;$317,587.90;China;CrossFire;$317,587.90;100.00%;https://www.esportsearnings.com/players/111045-577-chen-jinwei;"Frank ""fr0zen"" Zhang - Hearthstone Player";Frank Zhang;<unknown>;0;#153;$315,158.26From 62 Tournaments;fr0zen;577 Chen, Jinwei;$177,733.73;$139,854.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
874;FunkBomb;Trevor Siegler;$317,416.67;United States;Fortnite;$314,816.67;99.18%;https://www.esportsearnings.com/players/52429-funkbomb-trevor-siegler;"Arslan ""Arslan Ash"" Siddique - Fighting Game Player";Arslan Siddique;August 20, 1995;28;#3;$314,834.25From 39 Tournaments;Arslan Ash, Vslash|Arslan Ash;FunkBomb Trevor Siegler;0;0;0;0;$135,425.00;$177,450.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
875;Zen;Alexis Bernier;$317,295.33;France;Rocket League;$317,295.33;100.00%;https://www.esportsearnings.com/players/89607-zen-alexis-bernier;"Nikita ""Stormyrite"" Kulak - Fortnite Player";Nikita Kulak;<unknown>;0;#20;$314,076.20From 47 Tournaments;stormyrite;Zen Alexis Bernier;$312,928.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
876;Morten;Morten Mehmert;$317,050.00;Germany;Clash Royale;$317,050.00;100.00%;https://www.esportsearnings.com/players/55839-morten-mehmert;"Leonid ""Chopper"" Vishnyakov - Counter-Strike 2 Player";Leonid Vishnyakov(Леонид Вишняков);February 4, 1997;26;#50;$313,826.78From 85 Tournaments;Chopper, Chopperis;Morten Morten Mehmert;0;$139,362.50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
877;Goga;Daniel Romero;$316,776.80;Spain;Rainbow Six Siege;$316,776.80;100.00%;https://www.esportsearnings.com/players/41280-goga-daniel-romero;"Fredrik ""roejJ"" Jørgensen - Counter-Strike 2 Player";Fredrik Jørgensen;November 20, 1993;30;#37;$313,742.44From 73 Tournaments;roejJ, røj;Goga Daniel Romero;0;0;0;0;$182,800.00;$98,528.50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
878;acoR;Frederik Gyldstrand;$316,384.72;Denmark;Counter-Strike: Global Offensive;$312,184.72;98.67%;https://www.esportsearnings.com/players/33555-acor-frederik-gyldstrand;"Mads ""Broxah"" Brock-Pedersen - League of Legends Player";Mads Brock-Pedersen;<unknown>;0;#38;$313,654.08From 21 Tournaments;Broxah;acoR Frederik Gyldstrand;$80,900.00;0;0;$128,700.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
879;roejJ;Fredrik Jørgensen;$315,942.44;Denmark;Counter-Strike: Global Offensive;$292,542.44;92.59%;https://www.esportsearnings.com/players/41396-roejj-fredrik-jorgensen;"Brett ""MLCst3alth"" Felley - SMITE Player";Brett Felley;February 14, 1992;31;#154;$313,506.65From 13 Tournaments;MLCst3alth, [COG] MLCst3alth;roejJ Fredrik Jørgensen;0;0;0;$128,700.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
880;Stork;Song, Byung Goo;$315,871.07;Korea, Republic of;StarCraft: Brood War;$257,763.22;81.60%;https://www.esportsearnings.com/players/1581-stork-song-byung-goo;"Adam ""Armada"" Lindgren - Smash Player";Adam Lindgren;March 28, 1993;30;#33;$313,155.58From 199 Tournaments;Alliance|Armada, Armada, P4K EMP | Armada, [A]rmada;Stork Song, Byung Goo;0;0;0;0;0;0;0;0;0;0;0;0;$29,278.36;$16,355.23;$22,088.88;$99,700.25;$78,296.70;$5,103.51;0;0;0;0;0
881;mist;Nick Costello;$315,857.08;United States;Rocket League;$315,717.08;99.96%;https://www.esportsearnings.com/players/60669-mist-nick-costello;"Han ""ChiYo"" Hyeon-Seok - Overwatch 2 Player";Han, Hyeon-Seok(한현석);September 8, 2003;20;#103;$313,053.59From 16 Tournaments;ChiYo;mist Nick Costello;0;0;0;$72,907.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
882;FNS;Pujan Mehta;$315,763.90;Canada;VALORANT;$189,760.00;60.10%;https://www.esportsearnings.com/players/3766-fns-pujan-mehta;"Mohammed ""Trk511"" Alotaibi - Rocket League Player";Mohammed Alotaibi(محمّد العتيبي);July 26, 2005;18;#4;$312,541.27From 79 Tournaments;trk, Trk511, trk_511;FNS Pujan Mehta;0;$99,800.00;0;0;0;0;0;0;$25,669.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0
883;fr0zen;Frank Zhang;$315,158.26;United States;Hearthstone;$313,458.26;99.46%;https://www.esportsearnings.com/players/29441-fr0zen-frank-zhang;"Karol ""rallen"" Rodowicz - Counter-Strike 2 Player";Karol Rodowicz;June 8, 1994;29;#14;$311,861.76From 183 Tournaments;rallen;fr0zen Frank Zhang;0;0;0;0;0;$168,800.00;$63,952.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
884;Arslan Ash;Arslan Siddique;$314,834.25;Pakistan;Tekken 7;$305,352.15;96.99%;https://www.esportsearnings.com/players/61176-arslan-ash-arslan-siddique;"Clément ""Clem"" Desplanches - StarCraft II Player";Clément Desplanches;April 8, 2002;21;#32;$311,819.38From 386 Tournaments;clem, Xavier;Arslan Ash Arslan Siddique;$192,664.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
885;Clem;Clément Desplanches;$314,169.38;France;StarCraft II;$314,169.38;100.00%;https://www.esportsearnings.com/players/9693-clem-clement-desplanches;"Oh ""Pelican"" Se Hyun - Overwatch 2 Player";Oh, Se Hyun(오세현);<unknown>;0;#104;$311,734.07From 20 Tournaments;Pelican;Clem Clément Desplanches;$84,161.49;0;0;$59,191.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
886;Stormyrite;Nikita Kulak;$314,076.20;Ukraine;Fortnite;$314,076.20;100.00%;https://www.esportsearnings.com/players/68301-stormyrite-nikita-kulak;"Dmitry ""Scyther"" Semenov - Rainbow Six Siege Player";Dmitry Semenov(Дмитрий Семенов);August 14, 1997;26;#51;$311,696.70From 26 Tournaments;Scyther;Stormyrite Nikita Kulak;0;$101,350.00;$179,986.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
887;Chopper;Leonid Vishnyakov;$313,826.78;Russian Federation;Counter-Strike: Global Offensive;$272,576.78;86.86%;https://www.esportsearnings.com/players/16270-chopper-leonid-vishnyakov;"Henrique ""hen1"" Teles - Counter-Strike 2 Player";Henrique Teles;July 14, 1995;28;#25;$311,103.00From 113 Tournaments;hen1;Chopper Leonid Vishnyakov;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
888;Broxah;Mads Brock-Pedersen;$313,654.08;Denmark;League of Legends;$313,654.08;100.00%;https://www.esportsearnings.com/players/11612-broxah-mads-brock-pedersen;"Brady ""Chala"" Davenport - Rainbow Six Siege Player";Brady Davenport;February 16, 1998;25;#155;$311,100.00From 27 Tournaments;Chala;Broxah Mads Brock-Pedersen;0;0;0;0;0;$203,296.88;$54,930.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
889;MLCst3alth;Brett Felley;$313,506.65;United States;SMITE;$313,506.65;100.00%;https://www.esportsearnings.com/players/9956-mlcst3alth-brett-felley;"Robert ""comm"" Kyser - Rocket League Player";Robert Kyser;October 1, 2003;20;#156;$310,224.66From 76 Tournaments;Comm, Communism;MLCst3alth Brett Felley;0;0;0;0;0;0;0;0;$279,976.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
890;Armada;Adam Lindgren;$313,155.59;Sweden;Super Smash Bros. Melee;$306,902.47;98.00%;https://www.esportsearnings.com/players/3919-armada-adam-lindgren;"Adam ""Assault"" Garcia - Call of Duty Player";Adam Garcia;<unknown>;0;#157;$310,177.76From 50 Tournaments;Assauhlt, ballinb0y911, Jus Assault, VWS_Assauhlt;Armada Adam Lindgren;0;0;0;0;0;0;$90,356.67;$83,003.77;$72,934.50;$16,434.71;0;$5,663.00;$7,646.34;0;$3,388.52;0;0;0;0;0;0;0;0
891;Trk511;Mohammed Alotaibi;$312,541.34;Saudi Arabia;Rocket League;$312,541.34;100.00%;https://www.esportsearnings.com/players/82206-trk511-mohammed-alotaibi;"Jon ""Orange"" Westberg - Hearthstone Player";Jon Westberg;<unknown>;0;#34;$310,100.72From 69 Tournaments;Orange;Trk511 Mohammed Alotaibi;$149,070.08;$145,320.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
892;Pelican;Oh, Se Hyun;$312,162.64;Korea, Republic of;Overwatch 2;$176,738.10;56.62%;https://www.esportsearnings.com/players/57254-pelican-oh-se-hyun;"Johan ""Toxjq"" Quick - Quake Player";Johan Christer Quick;May 11, 1984;39;#35;$308,803.49From 64 Tournaments;toxic, Toxjq;Pelican Oh, Se Hyun;$101,666.67;0;$114,165.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
893;rallen;Karol Rodowicz;$311,861.76;Poland;Counter-Strike: Global Offensive;$307,461.76;98.59%;https://www.esportsearnings.com/players/10134-rallen-karol-rodowicz;"Lucas ""Bubzkji"" Andersen - CS:GO Player";Lucas Andersen Bubski;July 3, 1998;25;#39;$308,329.19From 54 Tournaments;Bubski, Bubzki, flaek;rallen Karol Rodowicz;0;0;0;0;0;0;$106,286.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
894;Scyther;Dmitry Semenov;$311,696.70;Russian Federation;Rainbow Six Siege;$311,696.70;100.00%;https://www.esportsearnings.com/players/54995-scyther-dmitry-semenov;"Zeng ""Broncho"" Zhiwei - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player";Zeng, Zhiwei(曾治炜);August 25, 2000;23;#180;$308,136.08From 12 Tournaments;Broncho, 野马;Scyther Dmitry Semenov;0;$90,000.00;0;0;$129,460.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
895;comm;Robert Kyser;$311,391.33;United States;Rocket League;$311,391.33;100.00%;https://www.esportsearnings.com/players/68106-comm-robert-kyser;"Jos ""ViolentPanda"" van Meurs - Rocket League Player";Jos van Meurs;November 2, 1998;25;#12;$308,117.30From 121 Tournaments;ViolentPanda;comm Robert Kyser;$183,843.33;$96,083.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
896;hen1;Henrique Teles;$311,103.00;Brazil;Counter-Strike: Global Offensive;$303,745.29;97.63%;https://www.esportsearnings.com/players/12170-hen1-henrique-teles;"Wu ""Forever"" Zheng - PUBG Player";Wu, Zheng(吴峥);September 10, 1998;25;#181;$307,902.90From 36 Tournaments;Forever;hen1 Henrique Teles;0;0;0;$80,000.00;0;0;$66,211.11;$74,449.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
897;Chala;Brady Davenport;$311,100.00;United States;Rainbow Six Siege;$311,100.00;100.00%;https://www.esportsearnings.com/players/54644-chala-brady-davenport;"Leonardo ""MKLeo"" Perez - Smash Player";Leonardo Lopez Perez;January 20, 2001;22;#4;$307,349.28From 116 Tournaments;FOX|MKLeo, Leo, SF|MKLeo;Chala Brady Davenport;0;$200,800.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
898;Assault;Adam Garcia;$310,177.76;United States;Call of Duty: WWII;$173,250.00;55.86%;https://www.esportsearnings.com/players/17158-assault-adam-garcia;"Joseph ""Mango"" Marquez - Smash Player";Joseph Marquez;December 10, 1991;32;#158;$307,096.88From 229 Tournaments;C9Mang0, C9|Mango, GOAT, Mango, Scorpion Master, The Kid;Assault Adam Garcia;0;0;0;0;0;$171,250.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
899;Orange;Jon Westberg;$310,100.72;Sweden;Hearthstone;$307,225.72;99.07%;https://www.esportsearnings.com/players/14151-orange-jon-westberg;"Daniel ""Loony"" Loza - Call of Duty Player";Daniel Loza;<unknown>;0;#159;$306,439.02From 63 Tournaments;akaLoony, Loon tK, Loony, LoonyDoesntMiss;Orange Jon Westberg;0;0;0;0;0;0;$139,045.34;0;$35,821.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
900;Toxjq;Johan Quick;$308,803.50;Sweden;Quake Champions;$149,298.14;48.35%;https://www.esportsearnings.com/players/1147-toxjq-johan-quick;"Shen ""JiuF"" Yifan - Arena of Valor Player";Shen, Yifan(沈一凡);October 13, 1999;24;#182;$306,303.68From 10 Tournaments;Fandi, JiuF, JiuFan, 久凡;Toxjq Johan Quick;0;0;0;0;0;0;$90,575.46;0;0;0;0;0;$4,231.39;0;0;0;$39,000.00;$94,625.00;$12,458.29;0;0;$1,256.81;0
901;Bubzkji;Lucas Andersen;$308,329.19;Denmark;Counter-Strike: Global Offensive;$308,329.19;100.00%;https://www.esportsearnings.com/players/12835-bubzkji-lucas-andersen;"Gabriel ""HeRoMaRinE"" Segat - StarCraft II Player";Gabriel Segat;July 4, 1997;26;#18;$305,450.45From 331 Tournaments;HeRoMaRinE, Marine;Bubzkji Lucas Andersen;0;0;0;$174,100.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
902;ANKE;Du, DingJie;$308,279.97;China;CrossFire;$308,279.97;100.00%;https://www.esportsearnings.com/players/43127-anke-du-dingjie;"Cao ""Xunge"" Tiantian - Teamfight Tactics Player";Cao, Tiantian(曹田田);December 17, 1992;31;#183;$305,077.00From 5 Tournaments;Xunge;ANKE Du, DingJie;0;0;0;0;0;0;$158,055.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
903;Broncho;Zeng, Zhiwei;$308,136.08;China;PLAYERUNKNOWN'S BATTLEGROUNDS Mobile;$308,136.08;100.00%;https://www.esportsearnings.com/players/69521-broncho-zeng-zhiwei;"Jeong ""Chovy"" Ji Hoon - League of Legends Player";Jeong, Ji Hoon(정지훈);<unknown>;0;#105;$303,786.29From 26 Tournaments;Chovy;Broncho Zeng, Zhiwei;0;0;$271,246.50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
904;ViolentPanda;Jos van Meurs;$308,117.18;Netherlands;Rocket League;$308,117.18;100.00%;https://www.esportsearnings.com/players/34186-violentpanda-jos-van-meurs;"Yoon ""TaeJa"" Young Suh - StarCraft II Player";Yoon, Young Suh(윤영서);January 1, 1995;28;#106;$303,729.63From 119 Tournaments;CrownPrince, LiquidTaeJa, NEXtaeJa, SlayerSTaeJa, TaeJa;ViolentPanda Jos van Meurs;0;0;0;0;0;$105,148.31;$69,049.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
905;Forever;Wu, Zheng;$307,902.90;China;PLAYERUNKNOWN’S BATTLEGROUNDS;$307,902.90;100.00%;https://www.esportsearnings.com/players/53797-forever-wu-zheng;"Konrad ""Skram"" Skram - Fortnite Player";Konrad Skram;<unknown>;0;#40;$302,374.41From 78 Tournaments;Skram;Forever Wu, Zheng;0;0;$146,984.97;0;$99,508.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
906;HeRoMaRinE;Gabriel Segat;$307,712.45;Germany;StarCraft II;$307,712.45;100.00%;https://www.esportsearnings.com/players/3518-heromarine-gabriel-segat;"Moon ""Oner"" Hyeon Joon - League of Legends Player";Moon, Hyeon Joon(문현준);<unknown>;0;#107;$302,372.18From 15 Tournaments;Oner;HeRoMaRinE Gabriel Segat;0;0;0;0;0;0;0;0;0;$14,363.09;$9,787.71;0;0;0;0;0;0;0;0;0;0;0;0
907;MKLeo;Leonardo Perez;$307,349.29;Mexico;Super Smash Bros. Ultimate;$207,742.29;67.59%;https://www.esportsearnings.com/players/29570-mkleo-leonardo-perez;"Kyrylo ""ANGE1"" Karasov - VALORANT Player";Kyrylo Karasov(Кирило Карасьов);September 10, 1989;34;#21;$302,285.02From 166 Tournaments;ANGE1, DRAGONS angelYL;MKLeo Leonardo Perez;0;0;0;0;$109,819.90;0;$61,812.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
908;Mango;Joseph Marquez;$307,096.90;United States;Super Smash Bros. Melee;$302,886.02;98.63%;https://www.esportsearnings.com/players/3916-mango-joseph-marquez;"Yuan ""Remember"" Xinsong - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player";Yuan, Xinsong(袁新松);December 29, 2003;19;#184;$302,242.61From 10 Tournaments;Remember, 记得;Mango Joseph Marquez;0;0;0;0;0;0;0;$47,361.51;$23,953.50;$20,091.87;0;0;$4,752.88;0;$9,965.05;0;0;0;0;0;0;0;0
909;JiuF;Shen, Yifan;$306,468.25;China;Arena of Valor;$306,468.25;100.00%;https://www.esportsearnings.com/players/90010-jiuf-shen-yifan;"Valentin ""poiz0n"" Vasilev - CS:GO Player";Valentin Vasilev(Валентин Василев);November 29, 1998;25;#6;$302,187.54From 75 Tournaments;poiz, poiz0n, poiz0n, poizy;JiuF Shen, Yifan;0;0;$225,915.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
910;Loony;Daniel Loza;$306,439.02;United States;Call of Duty: WWII;$118,875.00;38.79%;https://www.esportsearnings.com/players/7726-loony-daniel-loza;"Ryan ""Omegatron"" Johnson - SMITE Player";Ryan Johnson;August 22, 1989;34;#160;$301,506.65From 11 Tournaments;Omegatron, [COG] Omegatron;Loony Daniel Loza;0;0;0;0;0;$126,875.00;0;$61,445.00;$28,471.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0
911;Rvenclaw;Thanarat Makhotsa;$306,220.79;Thailand;PLAYERUNKNOWN'S BATTLEGROUNDS Mobile;$306,220.79;100.00%;https://www.esportsearnings.com/players/78497-rvenclaw-thanarat-makhotsa;"Jang ""Ghost"" Yong Jun - League of Legends Player";Jang, Yong Jun(장용준);<unknown>;0;#108;$301,376.59From 16 Tournaments;Ghost;Rvenclaw Thanarat Makhotsa;$141,666.67;$148,713.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
912;Xunge;Cao, Tiantian;$305,077.00;China;Teamfight Tactics;$305,077.00;100.00%;https://www.esportsearnings.com/players/113765-xunge-cao-tiantian;"Thanarat ""Rvenclaw"" Makhotsa - PLAYERUNKNOWN'S BATTLEGROUNDS Mobile Player";Thanarat Makhotsa(ธนรัช มะโคตรสา);December 4, 1995;28;#9;$301,104.12From 28 Tournaments;Rvenclaw;Xunge Cao, Tiantian;0;$300,700.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
913;Fluketh;Natchaphon Somtus;$305,041.18;Thailand;PLAYERUNKNOWN'S BATTLEGROUNDS Mobile;$305,041.18;100.00%;https://www.esportsearnings.com/players/101104-fluketh-natchaphon-somtus;"Andrei ""zAndy"" Ursu - Fortnite Player";Andrei Ursu;January 17, 2006;17;#3;$301,021.45From 51 Tournaments;zAndy;Fluketh Natchaphon Somtus;$141,666.67;$148,713.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
914;Chovy;Jeong, Ji Hoon;$303,786.29;Korea, Republic of;League of Legends;$303,786.29;100.00%;https://www.esportsearnings.com/players/51473-chovy-jeong-ji-hoon;"Edouard ""SmithZz"" Dubourdeaux - Counter-Strike 2 Player";Edouard Dubourdeaux;December 17, 1988;35;#33;$300,977.11From 162 Tournaments;LDLC SMITHZZ * CMSTORM, SmithZz;Chovy Jeong, Ji Hoon;$88,891.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
915;TaeJa;Yoon, Young Suh;$303,729.63;Korea, Republic of;StarCraft II;$303,729.63;100.00%;https://www.esportsearnings.com/players/1061-taeja-yoon-young-suh;"Song ""Smeb"" Kyung Ho - League of Legends Player";Song, Kyung Ho(송경호);June 30, 1995;28;#109;$300,884.72From 37 Tournaments;GE Smeb, HUYA Smeb, IM Smeb, ROX Smeb, Smeb, SSmeb, 박봉춘;TaeJa Yoon, Young Suh;0;0;0;0;0;0;0;0;0;$84,627.44;$107,887.74;$76,637.89;$7,582.25;0;0;0;0;0;0;0;0;0;0
